0,1,2,3,4,0
0,1,2,3,4,1
0,1,2,3,4,2
0,1,2,3,5,0
0,1,2,3,5,1
0,1,2,3,5,3
0,6,3,7,5,4
0,6,3,7,5,5
0,6,3,7,5,6
0,6,3,5,8,4
0,6,3,5,8,0
0,6,3,5,8,7
9,10,11,12,13,8
9,10,11,12,13,9
9,10,11,12,13,10
9,10,11,12,13,11
9,14,11,15,16,12
9,14,11,15,16,13
9,14,11,15,16,11
9,11,17,18,19,9
9,11,17,18,19,14
9,11,17,18,19,15
9,11,17,18,19,16
9,11,17,20,21,8
9,11,17,20,21,17
9,11,17,20,21,15
9,11,17,20,21,11
9,11,17,22,12,18
9,11,17,22,12,12
9,11,17,22,12,19
9,11,17,22,12,11
9,11,16,23,21,12
9,11,16,23,21,20
9,11,16,23,21,17
9,11,16,23,21,15
9,11,16,23,21,16
9,11,16,24,20,21
9,11,16,24,20,20
9,11,16,24,20,22
9,17,18,22,21,14
9,17,18,22,21,20
9,17,18,22,21,19
9,18,16,25,21,8
9,18,16,25,21,10
9,18,16,25,21,23
9,18,16,25,21,22
9,19,12,26,13,24
9,19,12,26,13,20
9,19,12,26,13,11
10,18,19,27,20,25
10,18,19,27,20,26
10,18,19,27,20,22
10,16,25,28,27,9
10,16,25,28,27,27
10,16,25,28,27,13
10,16,25,28,27,22
10,23,29,30,13,12
10,23,29,30,13,22
10,23,29,30,13,11
10,23,24,22,31,28
10,23,24,22,31,12
10,23,24,22,31,19
10,23,24,22,13,29
10,23,24,22,13,20
10,23,24,22,13,15
14,16,19,24,13,24
14,16,19,24,13,21
14,16,19,24,13,12
14,16,19,24,13,15
32,33,34,35,36,30
32,33,34,35,36,31
32,33,34,35,36,32
32,33,34,35,36,33
32,33,34,35,36,34
32,33,34,35,37,35
32,33,34,35,37,36
32,33,34,35,37,32
32,33,34,35,37,33
32,33,34,35,37,34
11,17,16,28,20,9
11,17,16,28,20,29
11,17,16,28,20,13
11,17,16,28,20,11
11,16,29,12,13,8
11,16,29,12,13,20
11,16,29,12,13,37
11,16,29,12,13,22
11,16,24,27,20,24
11,16,24,27,20,26
11,16,24,27,20,18
11,16,24,27,20,20
11,19,24,22,21,8
11,19,24,22,21,9
11,19,24,22,21,12
