0,168,128,711,1856,1721,852,1749,1281,474,1961,1143,1775,727,763,221,1727,95,903,1557,1381
1,301,1183,1721,168,109,1108,621,1844,1289,1851,1592,759,763,671,93,1275,122,1355,1255,1793
2,727,1833,221,14,93,1396,749,852,1721,1355,881,1512,1705,1703,582,1751,1255,1183,1764,43
3,498,74,35,357,456,31,1637,92,8,444,1993,861,1796,1197,1214,1156,1995,1541,958,1933
4,498,74,1637,31,1993,35,1197,8,92,1796,357,456,958,861,444,2037,2059,823,1581,44
5,498,74,1993,35,1637,31,1197,92,8,1796,456,357,958,1387,1581,1009,1951,861,117,2037
6,498,74,92,1637,31,1993,35,1197,8,357,456,1796,958,1581,1779,2037,44,2059,740,1447
7,498,74,35,31,1156,1637,444,357,1993,823,456,1197,1214,92,8,861,1541,1995,1796,958
8,301,1721,1183,109,1557,1672,168,474,727,1108,621,1844,546,1851,1592,759,65,299,93,1275
9,1064,1684,806,35,74,1718,31,498,92,1197,1637,1993,357,456,8,375,1018,1156,861,1796
10,168,1961,1749,1281,153,852,95,128,881,1775,1721,763,1381,1143,1098,1539,1649,1856,247,440
11,727,1833,221,14,93,1396,749,852,1721,1355,1512,1705,1703,881,582,1183,1764,1856,1143,1751
12,498,74,1637,31,1993,35,1197,8,1796,92,357,456,958,740,1581,1750,117,2068,1951,1779
13,168,1721,1961,1405,1557,1856,523,474,274,1672,763,819,546,153,230,852,1873,358,749,1649
14,498,74,35,357,456,1637,1993,92,8,1796,1197,958,31,2037,861,44,444,823,289,1581
15,498,74,35,31,1637,1581,591,1993,456,1197,92,1447,8,357,1796,740,958,1387,117,861
16,806,1718,1064,1684,375,1018,35,74,1197,1637,1993,92,861,357,31,1796,1581,8,498,456
17,168,852,1539,474,95,1186,819,1775,788,523,912,1557,1281,274,153,1143,1856,1042,1961,337
18,1512,1355,1058,1705,1054,1764,582,1751,1283,1010,1118,1775,1381,1539,1281,1143,711,1749,1149,128
19,498,35,31,1637,1951,74,740,1993,1779,1387,117,456,1197,1009,1796,8,357,92,958,2059
20,498,74,1637,31,1993,35,1197,8,92,1796,456,357,958,2059,1581,591,861,1447,1214,1933
21,1512,1355,1058,1054,1705,1751,1764,582,1283,1010,128,448,414,43,1149,727,819,1534,1806,1775
22,727,221,1833,14,93,1396,749,852,1721,881,712,1703,109,43,168,1183,403,1923,236,990
23,727,221,1833,14,93,1396,749,852,1721,1703,881,168,1923,128,1649,712,1183,1740,43,738
24,1512,1058,1054,1751,1764,1705,582,1355,1283,1010,1149,448,414,128,43,1534,819,1775,1806,1740
25,727,221,1833,14,93,1396,749,852,1721,1355,881,1512,1705,1703,582,1255,1183,1764,1775,1856
26,168,93,364,881,327,1405,1557,7,763,523,474,1721,1783,403,1961,274,513,1672,819,1856
27,727,221,1833,14,1396,93,749,852,1721,1703,1355,881,168,1923,128,1649,712,1183,1512,1775
28,74,498,35,1197,1993,8,92,1796,456,357,1637,31,958,2037,2059,44,289,861,591,1447
29,498,74,35,31,1637,1581,591,1993,456,1197,92,1447,8,357,1796,958,861,2059,174,1214
30,1512,1054,1751,1764,1058,582,1705,1355,1283,1010,128,448,414,43,1149,1775,819,1534,1806,1281
31,1512,1355,1058,1705,1054,1764,582,1751,1283,1010,1149,448,414,128,727,1775,43,1833,1806,221
32,727,1833,221,14,93,1396,749,852,1721,1703,1923,881,168,1751,582,1255,1512,128,1649,43
33,74,498,35,1197,1993,8,92,1796,456,357,1637,31,958,2059,861,591,444,1447,1156,1214
34,444,861,1156,498,823,1214,74,1541,92,1995,8,1933,958,357,2037,35,31,1637,1993,1197
35,74,498,1993,35,92,31,1637,1197,8,357,456,1796,958,1387,2037,1009,44,1951,1581,289
36,74,498,92,35,1637,1197,8,357,1993,456,1796,31,958,2037,44,1581,289,444,861,591
37,74,498,35,1197,1993,8,92,1796,456,357,1637,31,861,444,958,1156,823,1995,1214,1541
38,74,1637,92,1993,35,1197,1796,31,8,357,498,456,958,823,1156,861,1214,591,444,1541
39,1512,1058,1054,1751,1764,1705,582,1355,1283,1010,1149,128,448,414,43,1775,1534,819,1281,1381
40,74,498,92,35,1637,8,357,1197,1993,456,958,1796,31,289,861,444,2037,44,823,1156
41,498,74,1637,31,1993,35,1197,8,92,1796,456,357,958,2059,1581,861,591,1447,1214,1933
42,1512,1058,1054,1751,1764,1705,582,1355,1283,1010,1149,448,414,128,43,1534,819,1775,1588,1806
43,168,128,852,1721,474,1143,711,1775,1749,727,1832,1281,221,1727,1042,95,1381,1557,1539,1833
44,1512,1355,1058,1705,1054,1764,582,1751,1283,1010,1149,128,448,414,1775,727,43,1833,1281,1381
45,74,498,1993,35,92,31,1637,1197,8,357,456,1796,958,1387,2037,1009,44,1951,1581,289
46,168,1649,852,1721,1961,128,1856,1725,763,788,1281,903,153,749,364,727,711,1832,1064,1018
47,1750,991,2068,944,871,1581,791,1480,1684,1718,806,1064,227,237,1018,1194,375,677,1438,205
48,168,1961,763,727,1856,1832,1649,364,128,301,95,1721,1042,1143,437,337,1727,749,1779,1749
49,1512,1355,1058,1054,1705,1751,1764,582,1283,1010,128,414,43,1149,448,1775,727,819,1534,1806
50,168,711,1721,1749,1281,1961,1143,852,763,881,1775,95,1061,1381,1856,1539,274,1118,301,474
51,1512,1058,1054,1751,1764,1705,582,1355,1283,1010,128,448,414,43,1149,1775,819,1534,1806,1281
52,301,1721,1183,1355,1283,582,1512,1764,1058,109,1054,1010,168,727,1108,621,1844,1851,1592,759
