0,168,1281,1143,1749,711,1649,1721,1775,788,1961,1975,1667,763,1098,247,1042,1650,1539,301,1325
1,301,1721,1183,109,168,1260,429,1851,727,1923,221,93,299,364,1856,65,1557,998,43,1703
2,727,221,1833,14,93,1396,749,852,1703,1721,1143,712,1923,128,881,1775,1281,77,1725,763
3,823,861,1214,444,1156,1541,1995,1933,357,958,1581,1637,870,74,35,31,498,1869,1993,8
4,498,74,35,456,92,1993,357,31,1197,1637,8,1796,958,1156,861,823,289,1214,444,591
5,31,35,357,74,1637,1993,8,498,456,92,1197,1796,1214,591,1447,958,1156,861,713,823
6,958,357,498,35,74,1993,1637,31,8,456,1197,1796,92,591,1156,444,823,861,1214,1581
7,861,823,1156,1214,444,1541,1933,1995,357,8,35,74,92,498,958,31,1197,1796,1993,1581
8,301,1721,1183,109,168,1703,299,1844,1260,1108,1851,727,128,122,1954,546,1923,1938,1275,1355
9,357,31,1581,444,1214,8,74,1156,92,498,1995,861,1993,1197,1869,1684,1541,174,713,591
10,168,95,1727,153,852,1832,1098,1721,1143,1975,437,1961,539,903,1186,788,1950,1763,749,460
11,727,1833,221,14,93,1396,749,852,1721,1703,881,1143,712,1183,1397,1775,1533,1923,2006,77
12,1064,1684,991,944,1750,791,806,871,1718,1194,1018,227,1438,375,804,2068,1221,444,35,524
13,168,95,1650,788,1961,1042,1281,852,1721,1143,1775,711,1975,903,1749,749,126,1649,489,1763
14,498,2037,74,8,35,92,357,958,44,456,31,1993,1796,1637,1197,174,1581,289,1869,861
15,1447,591,561,1440,2059,1640,1621,1699,6,1322,1559,1932,465,68,1567,1284,113,696,475,1046
16,1684,1624,1718,2068,1750,991,227,944,791,1064,1995,719,871,1480,35,531,806,1214,375,1221
17,168,852,788,1098,1961,1649,763,337,1721,1539,247,2053,460,120,437,1775,1650,977,230,602
18,1058,1512,1705,582,1355,1764,1054,1751,1283,1010,128,448,712,43,2070,738,299,763,414,109
19,740,1779,1009,1951,1387,117,1559,2012,1932,465,561,113,1440,1621,1447,6,696,1699,697,1284
20,591,35,8,357,1933,1447,456,74,1156,861,498,1581,958,1993,1214,1637,1197,1796,444,31
