0,168,1281,711,1749,1721,1143,1961,1775,128,763,1727,1649,95,1042,1856,364,1118,301,788,247
1,301,1721,1183,109,168,1851,299,1108,221,93,763,1260,1954,1275,1592,429,1923,1844,759,621
2,727,1833,221,14,93,1396,749,852,1721,1703,881,1355,582,43,712,1512,1183,1751,1775,128
3,861,444,498,1156,1214,357,74,35,1637,823,1541,1993,8,92,456,31,1933,1995,1197,958
4,498,74,35,1637,1993,456,92,31,1197,357,8,1796,958,861,1156,1581,591,823,1214,444
5,498,35,74,1993,1637,31,1197,8,92,1796,357,456,958,861,591,1214,1156,823,1447,444
6,498,74,35,1637,1993,31,1197,8,357,456,92,1796,958,591,1581,289,861,1447,1156,44
7,74,35,498,357,92,1156,8,31,861,1637,1993,1197,456,823,444,1214,1796,1541,1933,1995
8,301,1721,1183,109,168,299,727,1923,93,1844,1108,546,759,1260,1275,221,1703,1851,122,1355
9,74,35,31,357,92,1197,1993,1637,498,8,456,1796,1156,861,1995,444,1214,1684,1541,1581
10,168,95,852,1961,1749,1281,788,1143,1727,153,1775,711,437,128,1539,1098,1042,1649,1721,1856
11,727,1833,221,14,93,1396,749,852,1721,1703,881,1183,712,1143,43,77,1355,1775,582,1844
12,1064,1684,944,806,1750,991,2068,871,35,1018,1480,74,498,1993,2012,444,1718,1637,1194,1581
13,168,1961,1721,95,711,788,1856,852,881,1649,1281,1749,523,1042,128,763,1557,1775,1650,474
14,498,74,958,2037,8,357,35,92,1637,1993,456,44,1796,1197,31,289,1581,861,823,444
15,591,1447,498,35,74,2059,1637,1993,958,92,456,31,1197,357,8,1581,861,1796,1559,68
16,1684,1718,1064,806,1018,375,35,74,944,1156,31,677,991,1750,357,2068,871,861,1995,1197
17,168,788,852,95,1281,1961,1721,247,1749,1539,1042,711,337,1856,1098,1143,153,1775,128,1763
18,1058,1512,1705,1054,1764,1355,582,1751,1283,1010,448,128,1149,1775,414,43,1118,1281,1539,1381
19,740,498,1779,1387,1951,1009,117,1637,35,1993,31,74,1197,1796,92,8,456,357,1447,591
20,498,74,35,1993,1637,31,1197,456,8,92,357,1796,958,591,1447,861,1581,1156,823,1214
21,1058,1512,1054,1705,1764,1355,582,1751,1283,1010,448,414,128,1149,43,1806,1775,712,819,109
22,727,221,1833,14,93,1396,749,852,1721,1703,881,1183,168,1923,712,43,128,1355,1143,1397
23,727,221,1833,14,93,1396,749,852,1721,1703,168,1923,881,1183,712,403,1355,128,43,1740
24,1058,1512,1054,1764,1705,582,1355,1751,1283,1010,1149,448,414,128,43,1806,1775,712,109,1539
25,727,1833,221,14,93,1396,749,852,1721,1703,881,1355,582,1512,1035,1183,1775,1844,1923,1255
26,168,1721,128,1961,1649,1650,95,763,364,93,1856,301,1672,788,403,749,221,881,1833,274
27,727,221,1833,14,1396,93,749,852,1721,1703,881,1923,1355,712,1183,1775,1143,128,168,43
28,498,74,1637,35,8,1993,1197,456,1796,92,357,31,958,861,289,1581,1156,823,2037,444
29,498,74,35,1993,1637,31,92,456,357,8,1197,1796,591,1447,958,861,1581,823,2059,1156
30,1058,1512,1054,1764,1705,582,1355,1751,1283,1010,128,448,1149,414,43,1775,1806,712,109,1539
31,1058,1512,1054,1705,1764,1355,582,1751,1283,1010,448,1149,414,128,43,1806,712,1775,2070,109
32,727,1833,221,14,93,1396,749,852,1721,1703,881,1923,1255,1183,1844,1035,712,43,1775,128
33,74,498,35,1637,31,8,1993,357,92,1197,456,1796,958,1156,1214,861,823,591,444,289
34,861,444,1156,823,1214,1541,1995,1933,357,92,74,1637,498,35,8,1993,1197,31,1796,958
35,498,35,1637,74,1993,92,8,31,1197,357,1796,456,861,1214,958,591,823,1156,444,1447
36,35,74,498,92,357,8,1197,1637,1993,456,1796,31,958,861,1156,444,1214,823,1541,591
37,74,35,498,1993,357,1637,1197,31,8,92,1796,456,958,1156,861,823,444,1214,1995,1541
38,35,74,1637,92,1197,1993,8,357,498,31,1796,456,958,861,1156,823,591,1214,444,1995
39,1512,1058,1705,1054,1764,1751,582,1355,1283,1010,128,1149,448,414,1775,43,1806,1381,712,1539
40,498,74,35,357,92,8,456,1993,1637,1197,31,958,1796,2037,44,289,1581,861,823,444
41,74,498,1993,1197,35,31,1637,8,456,92,357,1796,958,1581,861,444,1156,823,1214,591
42,1054,1764,1512,1705,1058,582,1355,1751,1283,1010,448,414,1149,128,1806,1775,43,712,1118,738
43,168,128,1749,1281,711,1961,1856,1775,1143,727,1721,95,1727,852,437,1763,749,788,1725,1042
44,1058,1512,1705,1054,1764,1355,582,1751,1283,1010,128,1149,448,414,43,1775,712,1806,2070,711
45,498,74,35,1993,1637,92,1197,8,31,357,1796,456,958,861,591,1156,1214,823,1447,1581
46,168,852,1961,1721,788,1649,903,128,763,1832,364,1325,1775,1098,711,1672,1749,153,460,1281
47,944,1750,991,2068,871,791,1480,1581,1684,1718,1064,806,1018,1447,1995,1438,444,861,591,227
48,168,95,1961,1042,1721,1649,1281,1832,1856,763,301,364,727,337,128,711,93,1749,852,1650
49,1058,1512,1054,1705,1355,1764,582,1751,1283,1010,128,1149,448,414,43,1775,712,1806,109,819
50,168,1961,1749,711,1281,95,1775,788,1649,1856,1143,128,1539,1721,840,763,1725,1118,153,1042
51,1058,1512,1054,1705,1764,1751,582,1355,1283,1010,128,448,414,1149,43,1775,1806,712,109,819
52,301,1721,1183,109,168,1355,582,1283,299,727,93,128,1260,364,221,1923,749,1512,1703,763
53,301,1721,1183,168,109,759,727,93,763,1108,221,1844,1275,1851,1923,621,1793,1961,299,1355
54,301,1721,1183,109,1355,168,582,1283,299,1260,1512,93,1764,364,1954,128,43,763,1703,727
55,168,1961,852,1775,1749,1649,1281,711,95,274,1721,523,1856,128,1143,788,1539,1672,474,1098
56,1058,1512,1054,1705,1764,1355,582,1751,1283,1010,448,1149,414,128,1806,43,1775,712,109,299
57,498,1993,1637,35,740,74,31,1779,1197,1951,1387,1009,1796,456,117,8,92,357,958,1447
58,168,1961,95,1649,274,523,788,1775,1856,1405,1098,474,1721,128,1672,1650,1749,1186,1281,852
59,727,221,1833,14,93,1396,749,852,881,1703,1721,1923,1844,1183,1035,168,1740,712,1143,1255
60,740,1387,1951,117,1009,1779,498,1993,35,1637,1197,74,31,1796,456,92,8,357,958,1447
61,74,498,1993,35,1637,8,92,357,1197,456,1796,31,958,861,1156,823,444,1214,2037,289
62,168,1961,128,95,788,1856,1649,1775,1281,1749,852,1721,1975,1727,840,1042,711,903,1650,153
63,1512,1058,1705,1764,1054,1355,1751,582,1283,1010,128,448,1149,43,414,1775,712,1806,2070,711
64,35,74,357,498,1637,8,31,92,1197,1993,1796,456,958,289,1156,861,444,823,1214,1933
65,1058,1512,1705,1054,1764,582,1751,1355,1283,1010,128,1149,448,414,1775,43,1806,712,1281,1381
66,1684,1718,1064,806,1018,1581,74,31,35,375,357,456,1197,92,1133,498,8,1637,1993,677
67,740,1779,1387,1951,1009,117,498,1993,1637,35,74,31,1197,1796,456,92,1447,8,357,958
68,1156,861,823,444,35,357,1214,498,74,1541,1637,92,8,1995,1993,1197,31,1796,456,1933
69,301,1721,1183,168,109,299,1355,763,727,1108,1260,1844,93,221,1851,759,1923,1275,1703,1793
70,498,35,74,31,1637,1993,357,8,1197,92,456,1796,958,591,1447,1156,1214,861,823,289
71,727,221,1833,14,93,1396,749,852,1721,1923,1703,881,1844,1255,1183,1035,594,168,1775,128
72,498,35,74,1637,1993,31,1197,8,92,456,1796,357,958,861,1214,591,1156,823,444,1447
73,740,1779,1387,1951,117,1009,498,1993,1447,2012,2059,1637,1197,35,958,990,591,1559,74,31
74,740,1009,1779,1387,117,1951,498,1993,1637,1197,31,2012,74,1796,92,35,806,958,1684,1064
75,301,1721,1183,109,168,1355,299,582,93,1260,1923,1283,763,221,1275,1703,1764,1577,1851,749
76,168,1961,1856,788,95,1649,1725,763,1650,903,523,1672,881,128,1721,358,274,474,1727,852
77,727,221,1833,14,93,1396,749,852,1721,1703,881,1923,168,1183,1856,128,1355,1512,1844,1649
78,168,1721,711,1281,1749,1961,95,1143,1775,1856,763,1042,852,1832,749,128,903,1118,1650,1667
79,1764,1705,1054,1058,1512,1355,582,1751,1283,1010,448,1149,414,128,1806,1775,43,711,109,738
80,498,74,35,1637,8,1993,92,357,31,456,1197,1796,958,1156,861,1214,591,823,444,1541
81,727,221,1833,14,93,1396,749,852,1721,1703,1183,1923,881,712,43,168,1355,403,128,109
82,236,2012,846,1488,990,1276,888,1770,1652,1522,942,378,944,1684,1064,806,375,2068,1018,991
83,727,221,1833,14,93,1396,749,852,1721,1703,1923,881,1844,1255,594,1035,1183,759,168,712
84,861,1156,444,823,1214,1541,1995,1933,8,357,74,1637,92,498,35,31,1197,1796,1993,456
85,498,35,1637,74,1993,31,1197,456,8,1796,357,92,1447,591,740,1779,1387,1009,1951,958
86,727,221,1833,14,93,1396,749,852,1721,1703,1923,881,1183,168,1355,712,1143,1775,582,1512
87,1684,1718,1064,1581,806,375,1018,958,357,74,31,1637,1197,861,8,498,444,1993,1156,35
88,168,1721,523,1961,474,274,1856,1672,1557,912,1650,852,819,95,358,1281,1405,711,1775,1520
89,301,1721,1183,109,1355,299,582,1283,1764,168,1954,1260,1512,1923,364,255,763,43,221,749
90,1684,806,1064,1718,1018,74,35,31,357,375,498,1637,1993,1197,8,1581,92,1796,456,1156
91,1058,1512,1054,1705,582,1764,1355,1751,1283,1010,1149,414,448,128,43,1806,712,1775,2070,109
92,498,35,1993,74,1637,31,1197,92,1796,8,456,357,740,1009,1387,1951,1779,861,117,1214
93,74,498,35,92,357,1637,8,1197,31,1993,456,1796,958,861,444,1156,1214,1581,823,591
94,74,35,1993,498,1637,357,92,8,1197,31,1796,456,958,861,1156,823,444,1214,1581,1995
95,727,1833,221,14,1396,93,749,852,1703,881,1721,712,43,1183,1775,1143,1923,1355,1281,1749
96,168,1961,1649,1856,95,128,788,1405,1098,763,523,274,1042,903,1721,881,474,1650,1672,749
97,301,1721,1183,109,1355,299,168,1260,582,1283,1954,1923,1764,1703,43,546,1058,763,93,255
98,727,221,1833,14,93,1396,749,852,1721,1703,881,1183,168,712,1923,43,128,403,1355,1143
99,727,1833,221,14,93,1396,749,852,1721,881,1703,1255,1844,1035,1183,168,1355,43,1512,582
100,1750,944,991,2068,871,791,1480,444,591,1684,1447,1064,1156,1844,1995,1438,1581,621,1018,861
101,74,498,357,35,1637,92,8,1197,456,1993,958,1796,31,861,44,2037,1156,823,289,444
102,1447,591,498,74,35,1993,1637,31,2059,456,92,357,1197,8,1796,1559,68,958,465,1586
103,1156,861,444,823,1214,1541,1995,1933,357,92,74,35,1637,8,31,1197,498,1993,1796,456
104,498,74,35,1637,1993,8,1197,31,357,456,92,1796,958,289,591,861,1581,1156,44,823
105,74,92,498,35,357,8,1637,1197,1993,456,1796,31,861,958,1156,444,823,1214,1541,591
106,168,95,1856,1721,1961,788,903,852,1727,1650,1832,247,1281,1725,711,539,437,881,153,1098
107,498,74,31,1637,35,1993,1197,8,357,92,456,1796,591,958,1447,861,1156,1214,823,444
108,1684,1064,861,1581,444,74,1156,1993,958,806,498,1197,1718,31,357,1018,1637,1214,823,8
109,727,221,1833,14,93,1396,749,852,1721,1703,881,1923,1183,168,712,128,1649,43,1775,1844
110,168,1281,1961,95,1721,1749,128,1775,1143,1649,711,763,1325,1727,1098,1042,788,1539,337,247
111,498,74,35,1637,1993,8,1197,357,92,456,31,1796,958,861,289,2037,1156,591,823,44
112,168,1721,1961,763,301,128,1649,1856,95,788,1749,711,1650,1832,1725,1042,1281,1143,1667,153
113,727,1833,221,14,1396,93,749,852,1703,1721,881,1923,1183,712,1775,1355,582,1512,1143,1035
114,74,498,35,1993,1637,1197,92,8,357,456,31,1796,958,861,1156,289,1214,823,444,1933
115,740,1951,1387,117,1779,1009,498,1637,1993,1197,35,74,31,1447,958,1796,456,2059,591,8
116,74,35,357,1684,31,1197,1718,8,1637,92,1993,498,456,806,1064,1018,1796,375,1133,1624
117,498,74,35,1637,1993,357,31,92,456,8,1197,1796,958,591,1581,1447,861,1156,1214,823
118,727,221,1833,14,1396,93,749,852,1721,1703,881,1183,1923,168,1844,712,1035,128,990,236
119,1750,944,991,2068,871,1480,791,1581,591,227,1447,444,1438,1684,174,861,1995,1064,2012,1718
120,498,35,74,1637,1993,31,357,456,8,92,1197,1796,861,1214,591,958,1156,444,1447,823
121,727,221,1833,14,93,1396,749,852,1721,1703,881,1923,1183,712,168,1775,128,1355,1143,1533
122,498,74,35,1637,1993,8,357,92,31,1197,456,1796,958,1156,861,1214,823,444,1541,1933
123,74,35,498,1637,357,456,8,1993,92,1796,1197,31,958,289,44,2037,591,2059,1056,861
124,498,35,74,456,1637,357,1993,8,92,1197,1796,31,958,861,1156,823,289,591,444,1214
125,168,1721,1961,1856,711,1281,852,128,1749,1775,763,95,1143,1649,1727,903,523,474,364,1539
126,727,221,1833,14,93,1396,749,852,1721,1703,1923,712,1183,881,43,1775,1143,1355,1281,1533
127,727,221,1833,14,1396,93,749,852,1721,1703,881,43,712,1183,1923,1355,109,77,1775,1143
128,498,74,35,1993,31,1637,1197,456,357,8,92,1796,958,591,289,1447,1581,1156,861,823
129,168,1961,95,788,1856,1649,1727,128,852,1650,1763,1721,437,1098,1042,460,903,1281,1749,763
130,1684,1718,1064,375,806,677,1133,1018,74,31,35,357,1197,1993,1637,456,8,498,92,1796
131,35,74,1637,498,92,1993,1197,31,357,456,8,1796,861,1156,958,823,444,1214,1995,1541
132,1058,1512,1705,1054,1355,1764,582,1751,1283,1010,128,448,1149,414,43,1775,712,1806,109,711
133,301,1721,1183,109,168,65,1557,299,221,582,727,546,93,1355,1283,474,1703,224,523,14
134,498,35,74,1637,31,1993,1197,8,357,92,456,1796,958,591,861,1447,1156,1214,823,1581
135,74,498,35,1637,357,92,861,8,1993,444,1197,31,1156,823,1796,456,1214,958,1541,1933
136,301,1721,1183,1355,109,582,1283,1764,299,1512,168,1260,763,1010,1054,1961,364,255,1058,1705
137,301,1721,1183,109,168,1355,1260,1923,299,763,1283,727,1703,582,93,128,1844,364,1275,546
138,35,444,74,1156,861,498,357,1214,92,823,8,1637,31,958,1197,1993,1541,1796,1995,456
139,301,1721,1183,109,168,221,1557,546,727,93,65,299,474,224,14,759,1649,1108,763,1961
140,727,221,1833,14,93,1396,749,852,1721,1703,881,1844,1035,1923,1255,1183,712,1775,43,1533
141,727,221,1833,14,93,1396,749,852,881,1721,1703,1844,1255,1035,1143,1183,1923,712,594,1775
142,168,852,1832,1721,788,727,437,93,1042,460,1763,1727,128,1961,1098,1867,1921,337,1649,1833
143,1058,1512,1054,1705,582,1764,1751,1355,1283,1010,128,1149,414,448,43,1775,1806,712,1118,1281
144,1064,806,1684,1018,1718,35,944,991,74,498,1750,1993,2068,375,2012,31,1637,871,1197,1194
145,168,1961,852,1721,95,1856,1042,1649,1672,523,1650,274,819,903,1281,128,727,788,364,474
146,301,1721,1183,168,109,1355,299,1108,1954,546,1260,429,364,1283,727,93,759,1703,1923,1851
147,740,1387,1779,1009,1951,498,117,1993,1637,31,35,74,1197,92,1796,8,456,357,1447,591
148,168,1721,1281,711,788,1749,95,1961,128,1727,437,1775,1143,1856,1539,93,852,727,881,1042
149,74,498,35,1637,357,1993,92,31,1197,8,444,861,456,1796,1581,958,1541,823,1156,1214
150,301,1721,1183,109,1355,582,1283,299,1764,168,1260,1512,1923,364,1010,255,1703,1054,1058,43
151,95,1923,1010,582,1283,1705,1512,1751,1355,881,1649,1054,1764,93,763,1856,711,1961,1111,1281
152,168,1961,1721,95,1856,274,301,1649,128,763,1672,523,1405,1650,474,364,912,903,1832,1557
153,1058,1512,1054,1705,1764,582,1751,1355,1283,1010,1149,448,128,414,1775,43,1806,712,1539,1381
154,301,1721,1183,109,1355,582,1283,299,1764,1512,168,1954,1058,1260,1054,1010,364,546,1703,255
155,74,35,498,1993,92,1637,357,1197,8,1796,31,456,958,861,1156,823,1214,444,1541,2037
156,727,221,1833,14,93,1396,749,852,1721,1703,881,1183,43,712,1923,1355,1255,1844,128,1035
