552,99,34,553,23
0,1,2,3,153
0,1,2,3,155
4,5,6,7,29
8,9,10,11,98
8,9,10,11,28
8,12,13,14,18
8,12,13,14,98
8,12,13,14,21
8,6,15,16,23
17,18,19,13,9
17,18,19,13,10
17,20,21,22,8
17,20,21,22,31
23,24,25,26,45
23,27,28,29,46
23,27,30,31,50
23,57,35,554,43
23,5,32,33,48
23,34,35,36,44
23,34,35,36,66
23,37,38,35,38
39,40,24,41,11
39,40,20,42,11
39,40,20,42,44
39,40,20,43,32
39,44,45,46,48
39,24,47,48,11
39,24,47,48,64
39,24,29,49,57
39,24,29,49,59
39,24,35,50,42
39,24,35,50,39
39,18,51,52,9
39,18,37,21,55
39,18,37,21,34
39,45,6,13,45
39,45,6,13,48
39,45,38,42,46
39,45,38,42,58
39,53,54,38,68
39,53,54,38,56
39,53,54,15,38
39,53,55,36,45
39,53,38,56,67
39,53,38,56,64
39,53,42,26,44
39,47,57,6,46
39,47,57,6,56
39,47,6,58,41
39,47,59,35,38
39,47,59,35,64
39,47,59,46,53
39,47,59,46,69
39,47,35,60,48
39,61,62,63,37
39,20,38,60,45
39,5,6,64,11
39,5,6,64,32
39,6,56,65,60
39,6,56,65,56
39,66,32,15,47
39,66,32,15,63
39,38,33,26,43
39,38,33,26,41
39,29,67,13,56
39,29,67,13,63
39,67,65,50,36
68,69,70,71,84
68,69,70,72,86
68,69,70,72,87
68,69,70,72,91
68,69,70,72,89
68,69,127,555,91
68,69,72,73,91
68,69,72,73,89
68,69,72,73,84
68,70,74,556,80
68,70,74,75,92
68,70,74,75,86
68,70,74,75,74
68,70,74,75,91
68,70,74,75,80
68,70,122,557,93
68,70,83,558,93
68,70,72,76,92
68,70,72,76,86
68,70,72,76,76
68,70,72,76,77
68,70,72,76,89
68,70,77,78,93
68,12,74,77,88
68,12,74,77,78
68,12,74,77,82
68,12,74,77,83
68,12,79,80,73
68,74,81,82,72
68,74,81,82,91
68,74,81,82,83
68,74,81,82,84
68,81,83,84,74
68,81,83,84,87
68,81,83,84,79
68,81,79,84,74
68,81,79,84,75
68,81,79,84,76
68,81,79,84,87
68,83,84,80,77
68,85,76,77,71
68,85,76,77,77
68,85,76,77,78
68,85,76,77,80
68,79,86,77,72
68,79,86,77,73
68,79,86,77,92
68,79,86,77,77
68,79,86,77,93
68,82,77,87,74
88,55,59,33,100
