0,1018,375,1684,806,1064,1718,1995,1541,1214,871,1750,444,944,823,861,1156,1133,1480,991,677
1,168,2037,1927,1061,1111,1133,44,1913,1261,21,1697,1042,1000,1958,1186,1721,581,1192,1950,677
2,168,2037,1927,1111,1913,1186,1261,1042,44,1061,1721,1634,852,582,21,1958,1000,1192,1763,727
3,168,2037,1927,44,1061,1111,21,1261,1814,1697,1913,1492,1000,1133,581,357,289,1192,1740,1042
4,1355,582,1512,1705,1751,1058,1010,1283,1764,1054,1806,448,1149,414,711,1539,1118,1649,1143,1961
5,1355,582,1751,1058,1512,1705,1010,1764,1283,1054,1806,448,1149,414,711,1539,1143,1649,1749,43
6,357,1197,1993,498,8,1581,1796,1541,74,1156,1214,31,35,92,456,1995,1637,1933,823,861
7,1355,582,1751,1058,1512,1010,1705,1764,1283,1054,1806,448,1149,414,1539,711,1749,1649,1118,1961
8,1993,498,1796,1197,74,456,357,35,8,31,1637,92,1214,1156,823,1933,1541,1995,444,861
9,1447,591,561,1621,1640,1699,6,174,1322,1440,1869,1214,1350,227,958,1581,823,1541,1284,2059
10,375,1018,1684,806,1718,1064,958,1133,677,1581,1541,1214,1995,1447,1156,174,1750,35,944,1522
11,1779,1951,117,740,1009,1387,1197,74,1993,456,498,35,357,1796,31,1933,1156,1995,8,92
12,14,727,1833,221,1396,852,93,749,403,648,998,1856,1958,1721,128,1272,1703,1775,1042,1539
13,301,1721,1183,403,1672,299,1751,1958,1283,582,727,109,224,1725,912,1355,712,95,43,948
14,1214,823,1933,1156,1541,444,861,1995,1197,74,1796,1993,498,31,35,357,456,1637,8,92
15,1197,74,498,1993,35,456,1796,8,357,31,92,1637,1214,1156,823,1933,1995,1541,861,444
16,1018,375,1684,806,1718,1064,677,1133,357,8,1197,35,74,1993,31,92,456,498,1637,1796
17,1197,1993,357,498,35,74,456,1796,8,1637,92,31,1951,740,1214,1779,1156,1933,117,823
18,1355,582,1751,1705,1058,1010,1512,1764,1283,1054,448,1149,1806,414,711,1539,1143,1649,1118,43
19,1214,1541,1933,823,1156,861,1995,444,1796,74,498,357,1993,31,1197,35,456,8,958,375
20,1522,888,942,846,375,378,2012,990,1018,1276,1684,1718,1652,1488,806,1770,1064,236,963,719
21,1355,582,1751,1010,1512,1705,1764,1058,1283,1054,448,1806,1149,414,711,1539,1143,1118,1749,43
22,1355,582,1512,1751,1058,1705,1010,1283,1764,1054,1806,448,1149,414,711,1539,1143,1118,1749,1649
23,1018,1684,375,806,1718,1064,1133,871,677,1581,1221,1750,2068,591,944,1447,227,621,1541,1480
24,1522,378,888,1276,990,2012,1018,846,942,375,1488,1652,1770,1684,1718,236,806,1064,1844,2043
25,1355,582,1512,1751,1058,1705,1010,1764,1283,1054,1806,1149,448,414,1539,711,1649,1961,1749,128
26,727,14,1833,221,93,852,1396,749,998,403,648,1856,1721,1775,1958,1703,364,1749,711,671
27,168,1042,727,1833,852,14,2037,1283,1927,1111,582,93,1913,1000,1950,364,221,749,1054,1133
28,44,289,2037,1214,823,498,1156,1993,1796,1541,456,357,1197,1995,35,1581,74,1933,861,2013
29,727,14,1833,221,852,1396,93,749,998,403,648,1856,1721,1703,1958,128,1272,1476,1042,1775
30,1355,582,1512,1058,1705,1751,1010,1283,1764,1054,1806,448,1149,414,711,1539,1649,1143,1118,43
31,1197,1214,1993,498,74,456,357,35,1796,1933,823,1156,1541,92,31,8,1637,1995,444,861
32,1447,1214,1156,823,1995,1581,1993,1197,174,591,1541,1933,861,1869,1796,456,35,74,498,958
33,727,14,1833,221,1396,93,852,749,998,1721,648,403,168,1775,1272,1856,1703,1539,1958,128
34,582,1355,1512,1705,1751,1010,1058,1764,1283,1054,1806,448,1149,414,711,1539,1143,1118,1749,1649
35,1779,1951,740,117,1009,1197,74,1387,1993,498,456,8,35,1796,357,31,1637,92,1156,1214
36,1355,582,1751,1705,1010,1058,1512,1283,1764,1054,448,1806,1149,414,711,1539,1118,1143,1649,1961
37,1684,1018,375,806,1718,1064,357,1993,456,92,74,498,1447,1197,1581,35,1637,174,31,1541
38,171,513,799,7,1783,1588,2034,327,410,1581,174,1097,1869,99,1781,581,697,1712,2013,1719
