37555091,2903228,4540398,142946774
147002088,150787648,147022074,153338037
149133136,150787648,153623738,145924879
150787648,150140552,153338037,150910911
153927835,153195284,134936491,153888789
144861777,153927835,153888789,153202735
3356741,142946774,4052622,14907333
153196312,144861777,134936491,153888789
1491079,3356741,152795851,52069599
45626148,46100108,1242462,1227137
3775075,1443478,1242462,4589423
45840088,2874170,1399548,43459010
154813137,155011338,154735339,154812653
154989104,143529220,154813428,154987868
143921400,1325096,43704692,52069599
3392754,69310339,1399548,52069599
11567688,54493811,142946774,3989718
3473081,1399548,2426310,52069599
153927835,153888789,153859787,153202735
1899986,34272570,2956522,47204854
49250768,3966620,1073077,1328886
153859787,153927835,134936491,153202735
144861777,134936491,153927835,153888789
37555091,36141868,142946774,3435591
40747866,3966620,1073077,1328886
153196312,144861777,153195284,153888789
154813137,154812653,154813246,154813361
153085192,145860172,145860356,145927398
28500003,2407300,2772325,1491079
155011338,155011103,154987980,154988687
144861777,134936491,153195284,153888789
2407300,13129748,1017510,52069599
43459010,1426698,1242462,1400615
154988936,155011338,154988490,154813063
144861777,153927835,153195284,153859787
45840088,1399548,43459010,4909388
153927835,153888789,153859787,134936491
11567688,36141868,142946774,1242462
2998638,56138666,1399642,70665390
11567688,36141868,3989718,1443478
154813361,155011338,154987980,154988374
3473081,43459010,4909388,2426310
3356741,14907333,1242462,52069599
154813137,154812653,154988278,155011103
154813361,154988490,154735339,155011338
154813361,155011338,154735339,154735289
150140552,153632625,153083394,149133548
154735289,155011338,154812787,154988687
1809032,1467824,47204854,1017510
45709624,43877784,1877741,51774662
2056240,3392754,2700029,14907333
153196312,153859787,153195284,153202735
56138666,154142996,58019838,2998638
4589423,1391783,1242462,3435591
153334874,148588172,148672253,145924879
23341408,69310339,63741147,40520180
20958841,76204418,14907333,4430357
45840088,3473081,2426310,52069599
11567688,3775075,1242462,4589423
144861777,153859787,17065662,153202735
42130760,1325096,34272570,28220068
154813297,154813428,155011221,154813205
147002088,146997298,150788093,145927398
45840088,11567688,1906076,52069599
153632625,146997298,147027621,153091742
2160900,43704692,55389685,14907333
153196312,153927835,153195284,153202735
1390547,2093804,14907333,1242462
147002088,146803681,148672253,149136783
2003464,1652065,1126378,3302103
154812787,154735339,154988374,154988687
152795851,69310339,1242462,52069599
20958841,2207652,14907333,3356741
153196312,144861777,153927835,153195284
153083628,149133548,145927398,153091742
11567688,3473081,1399548,52069599
44630008,43877784,54033491,71473958
83237872,47684958,41386541,1242462
69310339,1399548,3356741,52069599
154813361,154813458,154813246,154988374
154813361,154988490,154735339,154813063
153196312,144861777,134936491,153195284
11567688,1390547,1906076,1267931
154989104,143529220,154813331,154813428
154989104,154988124,154988814,154812711
3473081,4909388,2426310,52069599
154735289,154813246,154988374,154813137
154988936,154988490,154735339,154987980
45840088,3473081,14907333,52069599
34272570,1193876,1303333,142946774
1906076,43459010,4909388,2426310
153859787,153195284,153888789,17065662
154988936,154813361,154812787,154988687
145861018,153083394,148672253,153338037
1390547,1906076,1242462,1491079
153202735,153927835,139913429,153888789
149136754,145860356,145861018,150910911
3473081,3392754,152795851,1390547
36141868,13129748,142946774,1443478
1472016,2607201,76204418,43790428
143921400,50241690,71746068,41386541
45840088,3473081,154347010,1906076
104567850,150139883,153083628,151988839
154735048,154812888,154812787,154735339
145860172,145860356,150788093,145927398
52069599,2093804,14907333,3356741
3473081,43459010,1906076,2874170
152795851,1906076,68423245,14907333
4909388,2874170,1906076,52069599
154812888,154813458,154812787,154813246
154813297,154813428,154813205,154988814
144861777,153859787,153888789,153202735
1392601,2251260,3356830,1491079
153196312,153927835,153888789,153859787
52069599,3356741,4052622,14907333
2704607,2207652,3119590,1491079
154812888,154813458,154735339,155011103
20958841,76204418,2207652,14907333
1482993,1390547,1525124,3356830
154988124,154813428,154813205,155011221
154813361,154812787,154988278,154988374
3473081,43459010,1399548,2874170
3473081,1906076,14907333,1491079
154989104,154813297,154987868,155011221
11567688,3775075,142946774,4589423
45840088,154347010,4909388,52069599
154988936,154812787,154813246,154988687
154813331,154813428,154813205,154812711
1390547,69310339,14907333,52069599
154735048,154735339,154813063,154988687
45840088,1399548,14907333,52069599
45840088,1399548,2874170,4909388
144861777,153927835,153195284,134936491
2874170,1399548,2426310,52069599
45840088,1399548,1906076,2426310
154812588,154988124,154813428,154813205
153196312,153927835,153888789,153202735
154813428,154813205,154988814,155011221
150142260,146997298,147013596,150863809
45840088,1789320,1267931,14907333
46029145,1172123,2695894,35964055
154989104,154813297,154987868,154988814
1887833,2767450,45710157,2695894
3392754,152795851,1399548,1491079
11567688,3473081,1390547,14907333
149133136,153082969,147022074,104567850
1467824,28220068,4832181,47204854
1467824,43790428,46186746,13129748
150140552,145860804,149133548,148672253
77265704,35964055,45710157,140377687
76619016,143921400,50241690,41386541
3473081,43459010,1399548,2426310
154735289,155011338,154813137,154988687
1399548,1906076,4909388,2426310
154987868,154813331,143529220,154813428
154988936,154988490,154812653,154813246
3473081,1906076,3356741,1491079
52069599,152795851,1390547,1491079
1399548,1390547,69310339,1242462
1392601,2407300,69310339,102313627
6301808,79115219,2429726,127953071
144861777,153927835,134936491,153859787
49250768,1073077,1328886,3568167
102313627,2407300,3356741,1531311
154735048,154988936,155011338,154812888
154989104,154987868,154988124,154813297
1838472,2903228,2107285,3435591
2407300,47417750,1017510,3356741
154989104,154988124,155011221,154988814
6645312,53219972,2093804,52169225
11567688,3392754,77464374,52069599
154989104,154987868,154812588,154812711
46582065,3954426,2426310,3461718
2874170,1906076,127992598,2426310
150787648,150788338,145861018,104567850
153859787,153195284,153888789,153202735
144861777,134936491,153888789,153859787
150454993,153302938,148827454,153934567
3775075,1443478,142946774,4589423
11567688,2300436,1443478,4589423
154989104,154812588,155011221,154812711
56491378,1491079,14907333,52069599
1443478,2107285,4540398,4589423
154812888,155011338,155011103,154988687
154989104,154988124,154987868,155011221
154347010,4909388,2874170,2426310
153859787,153195284,134936491,153888789
4909388,2874170,1906076,2426310
1809032,1325096,28220068,50708726
154813297,154813331,155011221,154813205
154987868,154813428,154813205,154812711
153927835,134936491,17065662,153202735
154735048,155011338,154735339,154813458
154812888,154813458,154987980,155011338
23341408,46186746,63741147,13129748
1906076,3473081,2874170,1399548
154735048,154813361,154812787,154987980
2407300,3356741,1017510,52069599
20958841,76204418,14907333,1491079
153196312,144861777,153927835,153888789
153083842,153083628,153091742,150910911
1172123,59608575,45710157,35964055
153196312,153195284,153888789,153202735
1390547,3356741,1242462,14907333
153196312,144861777,153859787,153202735
2407300,87792604,13129748,1017510
2300436,1242462,142946774,4589423
76204418,2207652,3356741,2704607
25860511,69310339,32085837,53255551
154813137,154988687,154988374,154813361
147002088,150863809,145860172,150787648
76204418,14907333,3119590,3356741
14907333,4052622,142946774,52069599
154735048,154988490,154812653,154813246
150140552,145861018,153083628,148672253
1906076,1399548,3356741,47106535
41620945,1899986,14907333,47204854
144861777,153927835,153859787,153202735
17048650,61393179,81111300,42411454
154812888,155011338,154988490,155011103
1426698,52069599,1399548,1491079
154987868,154813205,154988814,154812711
154735048,154987980,154988278,154988687
154813297,155011221,154988814,154812711
154813331,154813428,154813205,154988814
153927835,153888789,17065662,134936491
2874170,4909388,2426310,127992598
154987868,154813331,154988124,155011221
42130760,1325096,43790428,25860511
36141868,1443478,4540398,75397031
149136754,147027621,153091742,150910911
154735048,154813361,154987980,154812653
153083394,149136783,136428159,151988839
154735289,155011338,154812787,154988278
3775075,2903228,142946774,3435591
4909388,2874170,1399548,2426310
154989104,154987868,155011221,154812711
153196312,153927835,134936491,17065662
11567688,54493811,1443478,3989718
144861777,153927835,153195284,153202735
150139883,150142260,148672253,150788093
1472016,1899986,69310339,43790428
45840088,3473081,154347010,1399548
153859787,153927835,139913429,153202735
1390547,3356741,152795851,1491079
36141868,2903228,13129748,1242462
4106808,52169225,53219972,4589423
154735048,154988687,154988278,155011103
45840088,3473081,69310339,11567688
64710652,4380222,151427398,2413805
43877784,4087576,55323010,1431563
154988490,154735339,154813246,154988278
154989104,154987868,154813428,154988814
152795851,1906076,14907333,52069599
3473081,47106535,69310339,1491079
153196312,144861777,153927835,153202735
154988124,154987868,154813428,154988814
1293096,119932841,87397715,3236550
49250768,1906076,3356741,1242462
20958841,14907333,47204854,3356741
28943808,40520180,1369580,4832181
150787648,153083842,148588172,149137477
147002088,145860172,148588172,149133548
153196312,144861777,153859787,153888789
153083628,150142260,150788093,145924879
154989104,154813428,155011221,154988814
13129748,3392754,87792604,1017510
11567688,1906076,14907333,1491079
77265704,46029145,3734830,140377687
154812588,154988124,155011221,154988814
154813361,155011338,154812653,155011103
154989104,154813297,154813428,154812711
3055400,4788529,1433674,1172289
1906076,2874170,4909388,1399548
154987868,154813428,154813205,154988814
45840088,1906076,43459010,4909388
44179164,53694641,148406356,138602165
1067537,56138666,51774662,2721871
144861777,153927835,153195284,153888789
154735048,154813137,154988374,154813246
154812588,154987868,154813428,154813205
154735048,154812888,154988374,154813246
154812588,154813331,154988124,155011221
1392601,69310339,102313627,30022603
76204418,2207652,14907333,2704607
3966620,1073077,1328886,3568167
1325096,70628617,1906076,143921400
56491378,52069599,3356741,4500983
1399548,51788500,3356741,14907333
154988124,154813205,154988814,154812711
150140552,147013596,146997298,145860356
153927835,153859787,153195284,134936491
53694641,1443478,142946774,4589423
150139883,149136783,150910911,151988839
153964536,153302938,51132453,74447837
40747866,1225107,43425706,52069599
69310339,152795851,1390547,1491079
154812588,154813331,154987868,154988814
153085192,153083628,150142260,150863809
76204418,1491079,14907333,2704607
43459010,4909388,2426310,52069599
