0,174,823,1541,1869,444,1995,1342,861,99,1156,846,1214,465,1781,1046,1719,1066,995,1097,990
1,1156,498,861,444,1995,823,8,1197,74,1993,35,357,1214,1541,1796,1637,31,456,1933,92
2,944,1480,991,791,581,2054,871,846,99,861,1581,1750,227,1652,444,174,1350,2012,1522,942
3,327,2034,513,7,799,171,1783,1588,410,174,1440,1322,1214,1640,1332,1781,2054,1699,1201,1995
4,1156,1995,1541,861,823,1933,444,174,1214,1869,958,1993,498,8,357,2013,35,1197,1581,1796
5,7,1320,171,299,253,648,483,1322,327,440,2034,541,613,1183,1910,1853,1856,817,77,1186
6,958,1869,1541,174,1581,1995,357,444,861,1156,1933,99,1796,1993,1056,227,2054,1214,2034,823
7,1009,8,498,92,74,456,31,1637,357,1796,740,1387,1993,1197,117,1951,35,1779,289,958
8,227,1511,1384,798,193,934,571,262,794,442,1969,790,1588,609,696,1567,1023,126,1032,23
9,958,1869,174,8,1796,1156,444,2054,357,1933,1993,1541,498,823,74,456,289,1995,35,1350
10,1844,172,621,729,759,1592,1793,1219,422,839,594,1851,1035,521,2043,905,1108,1255,679,528
11,1480,991,944,2068,791,871,1750,621,591,1898,942,839,846,1652,1276,2012,236,1255,122,594
12,1995,1214,1156,823,1933,861,1541,444,174,958,8,357,74,35,1993,1796,1869,1439,92,498
13,44,2037,1350,2054,1937,1973,410,289,1404,727,221,364,1439,958,1964,253,713,483,91,1207
14,1869,174,581,262,1781,870,1621,1583,1511,697,23,1322,195,205,99,1712,1581,571,68,1921
15,44,376,1577,1372,753,840,1200,105,442,684,145,91,20,1023,1559,960,1921,1964,916,437
16,1588,410,513,171,2034,327,799,1214,7,1783,1719,1712,227,581,1581,1156,174,99,1201,444
17,1156,444,1995,1933,861,823,1214,1541,174,1869,958,1993,498,1581,8,1719,357,2013,35,697
18,1814,958,2037,44,1719,1927,1261,1097,498,1061,21,1056,1492,1796,513,327,1046,1697,1197,99
19,963,691,531,1692,1624,719,434,912,819,1684,948,200,1870,806,670,1529,65,1520,991,1064
20,174,1869,410,1712,1588,195,823,262,571,794,23,1214,205,697,2013,156,1995,327,934,1541
21,1993,498,8,1796,74,35,31,357,456,1197,1637,92,958,1156,444,1933,1995,861,1541,1214
22,2013,1869,174,23,794,571,405,156,195,262,1969,193,205,1384,934,99,1583,581,787,1588
23,991,944,871,791,1480,1750,2068,1447,174,444,1869,2054,958,591,823,1652,227,1581,861,1350
24,571,23,934,205,794,195,193,1511,156,262,1384,1969,798,1588,410,995,958,1342,787,1586
25,171,712,1783,7,327,513,799,2034,1400,43,168,442,1588,77,1372,364,376,1806,544,1533
26,8,1995,1156,1796,958,357,1214,1993,289,498,74,444,456,35,1581,861,1197,92,1541,31
