0,3
1,2
2,188
3,2
4,25
4,29
4,24
5,22
6,8
6,29
6,21
7,26
7,21
7,23
8,9
8,23
9,27
9,19
9,13
9,22
10,23
10,17
11,25
11,15
12,27
12,21
13,10
13,12
14,20
14,23
15,25
15,26
15,17
16,25
16,20
17,29
17,20
18,28
18,12
19,28
19,29
20,35
20,36
20,189
21,189
21,30
21,31
22,14
22,26
23,25
23,11
24,29
24,22
25,23
25,22
26,29
26,12
27,20
27,11
28,22
29,14
29,13
30,26
30,19
31,12
31,23
32,27
32,17
33,15
34,9
34,10
35,9
35,10
36,27
36,20
37,27
37,17
37,22
38,9
38,20
38,17
39,37
39,22
40,12
40,19
41,24
41,11
42,13
42,11
43,20
43,11
44,25
44,22
45,68
46,45
47,43
47,190
48,191
49,191
50,69
51,49
52,39
53,56
54,54
55,59
56,146
57,146
58,6
59,1
60,5
60,188
61,63
62,188
63,7
63,63
64,5
64,6
65,62
65,63
66,5
67,63
68,62
68,63
69,6
70,5
70,62
71,69
72,69
73,69
74,39
75,64
76,64
77,39
78,66
79,55
80,55
81,55
82,40
83,65
84,52
85,65
85,40
86,40
87,58
88,40
89,41
90,41
91,40
92,73
92,74
93,70
93,72
94,83
95,83
95,75
96,76
97,77
98,75
98,76
99,81
100,83
100,76
101,80
101,82
102,80
103,80
104,76
105,76
106,78
107,80
108,79
109,75
110,75
111,80
112,75
113,77
114,78
115,87
116,76
117,76
118,76
119,75
119,76
120,89
121,84
121,76
122,76
123,76
124,75
125,80
125,82
126,76
127,76
128,87
129,80
130,89
130,81
131,82
132,80
133,80
134,82
134,76
135,82
136,87
136,75
137,75
138,91
139,84
139,87
140,84
141,84
141,88
142,78
143,76
144,78
145,80
146,82
147,82
148,89
149,80
150,85
151,90
152,87
153,85
154,76
155,89
155,85
156,89
156,87
157,89
158,80
159,75
160,75
161,75
162,88
163,76
164,80
165,88
166,75
167,81
168,92
169,92
170,75
171,85
172,76
173,80
174,80
175,84
176,78
177,84
178,90
179,78
180,78
180,85
181,82
182,82
183,92
184,84
184,92
185,76
186,79
187,84
188,87
189,80
190,84
191,76
192,78
193,79
194,87
195,81
196,80
197,90
197,78
198,85
199,82
200,90
200,78
201,88
201,85
202,88
203,79
203,84
204,77
205,82
206,77
207,79
208,79
209,82
210,84
211,75
212,80
213,87
214,87
215,87
216,82
217,76
218,92
219,81
220,82
221,87
221,81
222,83
222,87
223,84
223,81
224,83
225,87
226,83
227,90
227,87
228,89
229,76
230,82
231,79
232,84
233,75
234,79
235,87
236,80
237,78
238,79
239,87
239,80
240,87
241,89
242,79
243,82
244,78
245,82
246,84
247,92
248,89
249,87
250,83
251,77
252,89
252,92
253,75
254,77
255,82
256,92
257,77
258,91
258,81
259,78
260,78
261,79
262,78
263,87
264,80
264,76
265,80
265,76
266,91
267,77
268,81
269,78
270,87
271,87
272,82
273,77
274,92
275,88
276,92
277,77
278,92
279,79
279,77
280,84
280,77
281,78
281,77
282,79
282,78
283,84
283,92
284,89
285,84
286,79
287,89
288,87
289,84
290,76
291,89
292,89
293,92
293,77
294,79
294,80
295,92
296,75
297,84
298,92
299,77
300,80
301,80
302,75
302,78
303,88
304,75
304,77
305,77
306,77
307,78
307,88
308,78
309,77
310,90
311,85
312,87
313,90
314,84
315,87
315,81
316,84
316,80
317,87
317,77
318,87
318,80
319,84
319,80
320,87
320,80
321,91
322,85
323,77
324,79
325,89
326,78
326,81
327,82
328,81
329,75
330,81
331,75
332,76
333,75
334,75
335,90
335,76
336,90
336,76
337,84
338,79
339,91
340,84
341,90
342,90
343,80
344,91
344,76
345,82
346,86
346,79
347,80
347,76
347,92
348,87
349,87
349,76
349,92
350,92
350,77
351,92
352,88
352,92
352,85
353,80
353,77
354,76
354,88
355,88
355,92
356,77
357,76
357,77
358,76
358,92
359,76
359,88
360,88
361,92
361,85
362,77
363,82
364,83
365,89
365,78
366,78
366,82
367,81
368,92
369,81
370,86
371,91
372,79
372,77
373,85
374,77
375,80
376,91
377,80
378,92
