0,1,2,3,4,3
0,1,2,3,5,2
0,6,3,7,5,188
0,6,3,5,8,2
9,10,11,12,13,25
9,10,11,12,13,29
9,10,11,12,13,24
9,14,11,15,16,22
9,11,17,18,19,8
9,11,17,18,19,29
9,11,17,18,19,21
9,11,17,20,21,26
9,11,17,20,21,21
9,11,17,20,21,23
9,11,17,22,12,9
9,11,17,22,12,23
9,11,16,23,21,27
9,11,16,23,21,19
9,11,16,23,21,13
9,11,16,23,21,22
9,11,16,24,20,23
9,11,16,24,20,17
9,17,18,22,21,25
9,17,18,22,21,15
9,18,16,25,21,27
9,18,16,25,21,21
9,19,12,26,13,10
9,19,12,26,13,12
10,18,19,27,20,20
10,18,19,27,20,23
10,16,25,28,27,25
10,16,25,28,27,26
10,16,25,28,27,17
10,23,29,30,13,25
10,23,29,30,13,20
10,23,24,22,31,29
10,23,24,22,31,20
10,23,24,22,13,28
10,23,24,22,13,12
14,16,19,24,13,28
14,16,19,24,13,29
32,33,34,35,36,35
32,33,34,35,36,36
32,33,34,35,36,189
32,33,34,35,37,189
32,33,34,35,37,30
32,33,34,35,37,31
11,17,16,28,20,14
11,17,16,28,20,26
11,16,29,12,13,25
11,16,29,12,13,11
11,16,24,27,20,29
11,16,24,27,20,22
11,19,24,22,21,23
11,19,24,22,21,22
11,28,27,12,13,29
11,28,27,12,13,12
11,27,20,22,13,20
11,27,20,22,13,11
17,18,16,25,19,22
17,18,19,28,27,14
17,18,19,28,27,13
17,18,19,22,31,26
17,18,19,22,31,19
17,16,20,12,21,12
17,16,20,12,21,23
17,23,27,22,31,27
17,23,27,22,31,17
17,29,27,26,13,15
18,16,19,38,27,9
18,16,19,38,27,10
18,16,19,38,20,9
18,16,19,38,20,10
18,16,24,27,21,27
18,16,24,27,21,20
18,23,38,27,20,27
18,23,38,27,20,17
18,23,38,27,20,22
18,23,38,27,21,9
18,23,38,27,21,20
18,23,38,27,21,17
18,28,20,39,21,37
18,28,20,39,21,22
16,19,29,24,21,12
16,19,29,24,21,19
19,38,27,20,22,24
19,38,27,20,22,11
19,38,20,22,21,13
19,38,20,22,21,11
23,29,20,22,21,20
23,29,20,22,21,11
38,27,20,22,13,25
38,27,20,22,13,22
40,41,42,43,44,68
45,46,47,48,49,45
45,46,47,48,50,43
45,46,47,48,50,190
45,47,51,50,52,191
46,51,49,50,52,191
53,54,55,56,57,69
53,58,59,44,60,49
53,58,59,44,57,39
61,62,63,44,56,56
61,62,63,44,64,54
61,54,65,55,66,59
61,67,68,69,70,146
61,71,60,72,57,146
73,3,4,74,75,6
76,1,5,77,75,1
76,78,4,79,75,5
76,78,4,79,75,188
76,78,4,74,80,63
1,6,79,80,8,188
1,2,4,5,80,7
1,2,4,5,80,63
1,2,4,5,77,5
1,2,4,5,77,6
1,2,4,5,8,62
1,2,4,5,8,63
78,6,7,79,74,5
78,6,7,79,77,63
78,2,3,81,8,62
78,2,3,81,8,63
78,5,74,77,81,6
6,79,74,82,75,5
6,79,74,82,75,62
83,84,85,86,55,69
83,84,85,86,69,69
83,84,85,86,57,69
83,67,87,42,88,39
83,67,87,42,58,64
83,67,87,42,60,64
83,67,87,42,89,39
83,67,90,91,71,66
83,67,90,91,92,55
83,67,90,91,93,55
83,67,90,91,44,55
83,67,90,91,72,40
83,67,90,86,94,65
83,67,90,86,95,52
83,67,90,55,94,65
83,67,90,55,94,40
83,96,97,98,59,40
83,96,97,98,68,58
83,96,97,98,69,40
83,96,97,98,56,41
83,58,59,55,72,41
83,92,99,66,57,40
100,101,102,103,104,73
100,101,102,103,104,74
100,101,102,103,105,70
100,101,102,103,105,72
106,107,108,109,110,83
106,107,108,109,111,83
106,107,108,109,111,75
106,107,108,109,112,76
106,107,108,109,113,77
106,114,115,116,117,75
106,114,115,116,117,76
106,114,115,116,118,81
106,108,109,119,120,83
106,108,109,119,120,76
106,108,109,119,121,80
106,108,109,119,121,82
106,108,109,119,122,80
106,108,109,119,112,80
106,108,109,119,123,76
106,108,109,119,124,76
106,108,109,119,125,78
106,109,126,127,121,80
106,126,128,119,129,79
106,126,128,120,121,75
106,126,128,120,124,75
106,126,128,130,131,80
106,126,128,130,118,75
106,128,120,132,131,77
106,133,121,134,118,78
107,135,108,109,136,87
107,135,108,109,137,76
107,135,108,115,120,76
107,135,108,126,128,76
107,135,108,119,129,75
107,135,108,119,129,76
107,135,108,119,138,89
107,135,108,119,139,84
107,135,108,119,139,76
107,135,108,119,112,76
107,135,108,129,140,76
107,135,108,129,122,75
107,135,108,129,141,80
107,135,108,129,141,82
107,135,108,129,142,76
107,135,108,129,143,76
107,135,108,121,117,87
107,135,108,121,113,80
107,135,115,144,129,89
107,135,115,144,129,81
107,135,115,144,121,82
107,135,115,144,141,80
107,135,115,144,112,80
107,135,115,144,113,82
107,135,115,144,113,76
107,135,115,122,141,82
107,135,115,137,145,87
107,135,115,137,145,75
107,135,115,137,139,75
107,135,126,136,129,91
107,135,126,136,134,84
107,135,126,136,134,87
107,135,126,136,146,84
107,135,126,136,147,84
107,135,126,136,147,88
107,135,126,148,127,78
107,135,126,148,121,76
107,135,126,148,147,78
107,135,126,148,149,80
107,135,126,148,125,82
107,135,126,148,150,82
107,135,128,151,152,89
107,135,128,151,153,80
107,135,128,133,119,85
107,135,128,133,120,90
107,135,128,133,154,87
107,135,128,133,134,85
107,135,128,119,155,76
107,135,128,119,154,89
107,135,128,119,154,85
107,135,128,119,137,89
107,135,128,119,137,87
107,135,128,119,113,89
