1447128,32439932,1
2307869,144861777,1
51774662,47173842,1
53374243,137851523,1
68778373,62323306,1
2511760,53433548,1
32975454,16910549,1
45063586,1855960,1
1253807,1868783,1
1331520,4159202,1
1676804,2511760,1
113894370,136702996,1
3966620,1328886,1
80709466,145988307,1
35969682,1159093,1
1877741,4909388,1
148310647,4500983,1
4430357,1073077,1
3729285,55589130,1
52020917,102940663,1
4310971,2300436,1
1191658,139943558,1
58736669,90721134,1
2443282,46497030,1
1526861,3322901,1
3966620,53500729,1
49087400,1652176,1
42022282,128803380,1
1018653,3975813,1
2426310,60518484,1
1609951,1267931,1
4688326,4494622,1
1453161,67001727,1
88530487,83527895,1
3975813,1067537,1
148950796,43449844,1
53230524,85950631,1
3966620,1627189,1
74858053,1191658,1
22257135,31136123,1
2265636,28500003,1
1341222,2045614,1
47939551,87521356,1
53694641,4087576,1
54848746,45229228,1
47795045,1116375,1
144288454,152768516,1
3393324,4796779,1
1341222,1203949,1
50591476,1242286,1
1855960,1033190,1
44267693,2259087,1
47106535,3885817,1
2465834,139943558,1
49165991,144861777,1
2878441,50511873,1
3953946,1341222,1
138823628,143439636,1
2139260,3263414,1
1073077,52967718,1
3461718,1386404,1
1033190,1877741,1
4087173,1242286,1
13129748,60518484,1
4164212,139943558,1
2875587,4310971,1
1431563,4492552,1
1502950,54116486,1
151805573,139150211,1
1033608,42280741,1
144861777,151356324,1
58856070,1947189,1
1300924,1463233,1
139943558,3068819,1
2171785,21906643,1
8282021,2300436,1
53293429,2830131,1
92563680,152556903,1
1372424,4909388,1
49735552,49085617,1
3322901,1024160,1
97184168,64786067,1
2139716,1526861,1
3623594,69186167,1
151356324,132105291,1
22189974,1242286,1
1526861,2463915,1
1392601,2139260,1
1080998,35964055,1
130619805,66917386,1
3968390,53500729,1
60518484,4540398,1
45063586,2721871,1
56955029,62659060,1
4237085,87521356,1
112756767,28010600,1
113894370,2843101,1
1370181,1609951,1
4909388,4540398,1
113894370,152924373,1
145930724,43449844,1
1855960,1225107,1
143439636,139943558,1
3435193,3885817,1
152372031,60999003,1
69687889,69829638,1
1033190,1275663,1
2265636,1275604,1
4164212,21906643,1
1314153,1474706,1
133072788,38644213,1
113050863,67001727,1
44147851,55757315,1
45028258,26363951,1
147463844,62323306,1
58958157,139943558,1
58183400,1762370,1
74167538,137847654,1
1392601,1034315,1
1491079,60518484,1
4540398,1443478,1
115265540,151148110,1
1341222,3093799,1
91226378,1531311,1
4874669,48907351,1
76579740,51774662,1
3038000,1159093,1
2202671,35969682,1
2743789,3038000,1
1242462,3038000,1
6337115,28010600,1
2849243,52966861,1
4874669,126802724,1
14907333,53500729,1
1877741,2416073,1
53828238,3891101,1
135442220,139943558,1
140086494,1242286,1
113894370,2298747,1
1868783,3322901,1
34014950,126964915,1
37568983,1531311,1
2146044,2783423,1
1285823,1033190,1
29535264,74371096,1
64786067,100813830,1
4688326,3263414,1
50849692,3093799,1
2849243,42921761,1
3885817,56955029,1
2716388,1868783,1
49969317,153443734,1
3038000,126557829,1
1592561,1434843,1
1502950,4834795,1
1210502,3275334,1
2146044,2969854,1
1067537,3975813,1
2318324,1855960,1
1560076,2419968,1
1162941,4310971,1
1427357,1046828,1
55352251,62323306,1
154343803,74858053,1
113894370,139338271,1
150475229,64295505,1
1341222,1481725,1
1855960,2254063,1
1482749,4909388,1
1067537,50708726,1
144343411,62323306,1
4887209,3729285,1
97309220,59563400,1
4494622,4688326,1
1502950,3975813,1
2307869,43449844,1
1078506,46666219,1
1132615,1627189,1
35530931,1789320,1
3362303,87521356,1
1447128,4087576,1
34673625,1884995,1
11120634,42921761,1
2171785,34446620,1
1502950,3636182,1
58989508,76579740,1
145151573,121021152,1
1887833,3811420,1
54264796,42128621,1
92563680,152556762,1
1474706,87356391,1
3885817,2367544,1
53672944,3376453,1
1183013,67773131,1
154159819,94331413,1
3389914,72875777,1
75816347,3729285,1
3322901,1597824,1
21906643,2416073,1
51806388,1481725,1
27906552,46666219,1
83513073,46521498,1
1502950,4237085,1
54848746,57471462,1
51806388,103583583,1
1279948,24790830,1
113894370,104260109,1
1392601,2151749,1
49549039,87521356,1
55757315,52169225,1
1868783,1024160,1
94092992,85950631,1
1254550,10603064,1
58958157,144861777,1
1341222,60518484,1
36668385,98936797,1
4540398,2139716,1
1242286,85284506,1
1226486,22189974,1
35407437,144861777,1
4540398,3038000,1
1854959,1033608,1
4310971,1134768,1
153970562,153198702,1
45063586,147962104,1
94092992,3902178,1
11655015,4492552,1
1817664,1046828,1
1877741,1944127,1
1974406,67810483,1
7760079,58445190,1
113894370,103432933,1
